"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rilpl1",53.8831218872471,-0.208956375529697,0.27497327998406,-0.759915201730908,0.447305274233879,0.684575927859571
"Rilpl2",135.160597753409,0.422119313709512,0.16472100368074,2.56263199153192,0.0103882093226744,0.0685722671697704
"Rimbp2",5.39671585143378,0.738812037004857,0.997612065738375,0.740580494541264,0.458947838345691,0.69412977298177
"Rims1",8.33339747283309,1.28735217998829,0.878331262443361,1.46567956195378,0.142735604670992,0.370899818902378
"Rims2",7.55983268316391,2.46284468573801,0.965044312949584,2.55205346810502,0.0107090083014547,0.0700000325443872
"Rims3",14.6053759840953,1.10214766267188,1.22705443054616,0.898206008824987,0.369075730508935,0.621817839606058
"Rims4",5.20532929908259,1.32014123840371,1.17611174884155,1.12246241881694,0.26166587784143,0.518905149028404
"Rin1",60.5873553394029,-0.956585278880114,0.256017246717211,-3.73640952375654,0.000186666570531231,0.00282660581969229
"Rin2",704.71732827374,-0.163606248715877,0.0923297559613249,-1.77197748453281,0.0763982948063805,0.25655928616566
"Rin3",334.626670803435,-0.478353790273627,0.121608169276435,-3.93356624904247,0.0000836947571861631,0.00142616705290407
"Ring1",108.294466147939,-0.171072979978067,0.192133642182668,-0.890385348628442,0.373259006760087,0.625704285998928
"Rinl",435.184724343947,-0.0333073482797738,0.0994042046550156,-0.335069813146915,0.737572423550693,0.874336135946501
"Rint1",154.554073640085,0.0754884146132023,0.178012430017733,0.424062603974803,0.671520157238336,0.83642622294022
"Riok1",294.1257866973,-0.0485286410064629,0.120449641012254,-0.402895688178312,0.687024963476708,0.845291843409001
"Riok2",282.92222288368,0.275116862976125,0.119229981787196,2.30744699321652,0.0210299140273475,0.111276786408772
"Riok3",625.138838953471,0.326424767649543,0.0886189797162388,3.68346339232033,0.000230086339936919,0.0033390758276011
"Riox1",314.566233173668,-0.317192004886885,0.116029156845333,-2.73372670724222,0.0062621997080324,0.0468906341573924
"Riox2",247.631504238082,0.0338019242815086,0.125028462401089,0.27035383489779,0.786888052465345,0.900000314359809
"Ripk1",444.278111114093,-0.112975653029222,0.0981748664986682,-1.15075942609766,0.249831221095344,0.507176079562451
"Ripk2",247.61650210436,-0.357039223988713,0.122668504832096,-2.91060223223081,0.00360732932833045,0.0309089251459593
"Ripk3",350.703966740939,-0.528905725545381,0.110997744037036,-4.76501329044044,0.00000188841201854616,0.0000477297892717299
"Ripor1",331.252855251697,0.0208009491254782,0.105154550560815,0.197813114264114,0.843191285221701,0.930155447369922
"Ripor2",8.82201127496643,3.06972552063087,1.04565545583056,2.93569502603762,0.00332801337122214,0.0292151877481463
"Ripor3",6.40457652092763,1.31451133035611,0.994545750845452,1.32172032230661,0.186261298891177,0.43053909922561
"Rit1",112.297908730944,-0.0474119864060845,0.195552756687066,-0.242451127814863,0.808430621577766,0.912209741284081
"Rita1",37.167552194637,0.287729635647065,0.328685455789921,0.875395094545855,0.381358967973508,0.632509688797741
"Rlf",379.163492202994,-0.364962412554685,0.121226588503573,-3.01058057526654,0.00260748755371193,0.024103749663749
"Rlim",1769.26940428557,0.125487453650447,0.0633565877828236,1.98065359960038,0.0476301336315608,0.191280140910208
"Rmc1",229.407881676075,-0.169457532796107,0.137325347174988,-1.23398583205601,0.217208183689937,0.469510045529771
"Rmdn1",69.7129247071509,0.223130833064256,0.281383104114049,0.792978788711556,0.427790181058525,0.670044820374864
"Rmdn2",57.7056389925883,0.265149711167417,0.259592616815531,1.0214069815238,0.307061659000248,0.563029185421436
"Rmdn3",227.771253599782,-0.224196463727678,0.13706568602001,-1.63568629200854,0.101905259868262,0.306369162876104
"Rmi1",203.742306372257,0.42600647503129,0.137847957075778,3.09040833152939,0.00199881493585213,0.0194698320184221
"Rmi2",17.016675458079,0.835478382844128,0.52866704595146,1.58034889680042,0.114026987779108,0.3262638035059
"Rmnd1",158.71260291313,-0.11008133552758,0.154953662860575,-0.71041454261478,0.477447107611762,0.708074831123031
"Rmnd5a",358.481788690153,0.030903198712742,0.100401178844459,0.307797169997546,0.758236675134946,0.885207768307415
"Rmnd5b",109.832219599037,-0.058737443220755,0.180838619347873,-0.324805859680691,0.745328009422032,0.878703855741355
"Rnase4",232.342338601553,-0.198351863703766,0.130396569169684,-1.52114327061514,0.128223887845947,0.349276527830367
"Rnase6",4.23566771433334,0.276318015711424,1.11430159149821,0.247974173078141,0.804154389709881,0.909681776238776
"Rnaseh1",110.69978198964,0.0427422573134175,0.186344829700512,0.229371844564251,0.818579917631427,0.917275681707631
"Rnaseh2a",328.504320601397,0.0812780309983635,0.119493451398137,0.68018816133744,0.496385327439675,0.722140545899722
"Rnaseh2b",184.892073430843,0.0829505123307969,0.151709892215515,0.546770623322043,0.584536327746211,0.782951633638
"Rnaseh2c",129.320551551154,-0.0175822129352548,0.18695356944602,-0.0940458798799849,0.925072711340423,0.967923878794019
"Rnasek",284.266578953102,0.0130785464075394,0.117521571452501,0.111286347228818,0.911389281486992,0.962006517608387
"Rnasel",40.1590268641535,-0.0193363985386086,0.322989560887393,-0.0598669458092799,0.952261606079484,0.981419836248963
"Rnaset2a",89.722623488198,-0.224952887867695,0.513166323433369,-0.438362530032436,0.661123504119704,0.829980838364619
"Rnaset2b",177.401718681633,-0.89126795368998,0.476246948466455,-1.87144076525827,0.0612840130031113,0.223835618806421
"Rnd1",18.8995195056682,0.342797827615236,0.487796100858216,0.702748191328562,0.48221268926198,0.711185265573145
"Rnd2",20.7173354423135,-0.0704671284379161,0.449743908988067,-0.156682785535592,0.875494854652533,0.944165202122702
"Rnf10",1451.53768341437,-0.121073817667724,0.0665962145623909,-1.81802852404314,0.0690597732325473,0.241280623040061
